NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
,,,,,,,1,,,,,O=C(CCN1CCC(C2:C:C:C:C:C:2)C1)C1:C:C:C2:C(:C:1)OCCO2
,,,,,,,0,,,,,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1
,,,,,,,0,,,,,O=C(N/N=C/C1:C:C:C:C:C:1O)C1:C:C:N:C:C:1
,,,,,,,,,0,,,O=C(CCCCCCC(=O)NC1:C:C:C:C:C:1)NO
,,,,,,,,,0,,,NC1:C:C:C(C(=O)NC2:C:C:C:C:C:2N):C:C:1
,,,,,,,,,0,,,C[C@@H](CN(C)C)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21.C[C@@H](CN(C)C)CN1C2:C:C:C:C:C:2SC2:C:C:C:C:C:21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O
,,,,,,,,,0,,,O=C(O)C1:C:C:C(N2:N:C(C3:C:C:C:C:C:3O):N:C:2C2:C:C:C:C:C:2O):C:C:1
,,,,,,,,,0,,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
,,,,,,,,,1,,,CCCSC1:C:C:C2:[NH]:C(NC(=O)OC):N:C:2:C:1
,,,,,,,,,0,,,CN1C[C@H](CNC(=O)OCC2:C:C:C:C:C:2)C[C@@H]2C3:C:C:C:C4:C:3:C(:C:N:4C)C[C@H]21
,,,,,,,,,0,,,CC[C@]12CCCN3CCC4:C(:N(:C5:C:C:C:C:C:4:5)C(=O)C1)[C@@H]32
,,,,,,,,,0,,,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C
,,,,,,,,,0,,,CC1(CN2CCC(N3:C(=O):[NH]:C4:C:C:C:C:C:4:3)CC2)OCC2:C:C:C:C:C:2N2:C:C:C:C:21
,,,,,,,,,0,,,C[C@]12C(=O)OC(=O)[C@@]1(C)C1CCC2O1
,,,,,,,,,0,,,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
,,,,,,,,,1,,,C=CCOC(CN1:C:C:N:C:1)C1:C:C:C(Cl):C:C:1Cl.O=S(=O)(O)O
,,,,,,,,,0,,,CC[C@]1(O)C[C@@H]2CN(CCC3:C(:[NH]:C4:C:C:C:C:C:3:4)[C@@](C(=O)OC)(C3:C:C4:C(:C:C:3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O
,,,,,,,,,0,,,O=C(O)C1:C:C(C2:C:C:C(F):C:C:2F):C:C:C:1O
,,,,,,,,,0,,,CCOC(=O)C(C1:C(O):C2:C:C:C:C:C:2:O:C:1=O)C1:C(O):C2:C:C:C:C:C:2:O:C:1=O
,,,,,,,,,0,,,CC(C)N1:N:C(C2:C:C3:C:C(O):C:C:C:3:[NH]:2):C2:C(N):N:C:N:C:2:1
,,,,,,,,,0,,,OC1:C:C:C(Cl):C:C:1CC1:C:C:C:C:C:1
,,,,,,,,,0,,,COCC1:C(C(C)C):N:C(C(C)C):C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-]):C:1C1:C:C:C(F):C:C:1.[Na+]
,,,,,,,,,0,,,OC1:C(Br):C:C(Br):C:C:1Br
,,,,,,,,,0,,,CN(C)CCOC(C1:C:C:C:C:C:1)C1:C:C:C(Br):C:C:1
,,,,,,,,,0,,,CC(C)=CC1C(C(=O)OCC2:C:C:C:C(OC3:C:C:C:C:C:3):C:2)C1(C)C
,,,,,,,,,0,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
,,,,,,,,,0,,,COC1:C:C:C:C2:C:1C(=O)C1:C(O):C3:C(:C(O):C:1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
,,,,,,,1,,,,,CC(=O)OC1:C:C:C(C(=C2CCCCC2)C2:C:C:C(OC(C)=O):C:C:2):C:C:1
,,,,,,,,,0,,,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
,,,,,,,,,0,,,CN(C/C=C/C#CC(C)(C)C)CC1:C:C:C:C2:C:C:C:C:C:1:2
,,,,,,,,,0,,,CC(C)CCCC(C)N
,,,,,,,,,0,,,CC(C)OC1:C:C:C2:C(=O):C(C3:C:C:C:C:C:3):C:O:C:2:C:1
,,,,,,,,,0,,,CC(C)C1:C(CN(C)C(C)CC2:C:C:C:C:C:2):N(C):N(C2:C:C:C:C:C:2):C:1=O
,,,,,,,1,,,,,CC(COC1:C:C:C:C:C:1)N(CCCl)CC1:C:C:C:C:C:1
,,,,,,,,,0,,,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1:C:C:C:C([N+](=O)[O-]):C:1
,,,,,,,,,0,,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1C1:C:C:C:C:C:1[N+](=O)[O-]
,,,,,,,1,,,,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C(Cl):C:1Cl
,,,,,,,,,0,,,CCC1=C(C)CN(C(=O)NCCC2:C:C:C(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3):C:C:2)C1=O
,,,,,,,,,0,,,CC1:C:C:C:C(N(C)C(=S)OC2:C:C:C3:C:C:C:C:C:3:C:2):C:1
,,,,,,,,,0,,,CC1:C:C:C(CCN2:C3:C(:C4:C:C(Cl):C:C:C:4:2)CN(C)CC3):C:N:1
,,,,,,,,,0,,,CC1:N:O:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):C:1C
,,,,,,,,,0,,,CC1:N:C(C2CCCCC2):C(C2:C:C:C(S(N)(=O)=O):C(F):C:2):O:1
,,,,,,,,,0,,,CCCNCC(O)COC1:C:C:C:C:C:1C(=O)CCC1:C:C:C:C:C:1
,,,,,,,,,0,,,C=CCN1C[C@H](C)N([C@H](C2:C:C:C(C(=O)N(CC)CC):C:C:2)C2:C:C:C:C(OC):C:2)C[C@H]1C
,,,,,,,,,0,,,CCC1:C2:C(:N:C3:C:C:C(OC(=O)N4CCC(N5CCCCC5)CC4):C:C:1:3)C1:C:C3:C(:C(=O):N:1C2)COC(=O)[C@]3(O)CC.Cl
,,,,,,,1,,,,,CCCCOC1:C:C:C(C(=O)CCN2CCCCC2):C:C:1.Cl
,,,,,,,,,0,,,CC1:C:C(N):C2:C:C(NC(=O)NC3:C:C:C4:N:C(C):C:C(N):C:4:C:3):C:C:C:2:N:1.Cl.Cl
,,,,,,,,,0,,,CCC1:N:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):C(=O):N:1CCOC1:C:C:C:C:C:1.Cl
,,,,,,,,,0,,,COC1:C:C2:C(:C:C:1OC)C(=O)C(CC1CCN(CC3:C:C:C:C:C:3)CC1)C2.Cl
,,,,,,,,,0,,,CC1:N:C:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1F)=NC2.Cl
,,,,,,,,,0,,,CCCCNC1:C(C(=O)OCC):C(C):N:C2:C:1:C:N:N:2CC.Cl
,,,,,,,,,0,,,Cl.O=S(=O)(C1:C:C:C:C2:C:N:C:C:C:1:2)N1CCCNCC1
,,,,,,,,,0,,,ClC1:C:C:C2:C(:C:1)NC1:C:C:C:C:C:1S2
,,,,,,,,,0,,,CC1:C:C:C(S(=O)(=O)[O-]):C:C:1.CCCCCCC[N+](CC)(CC)CCCCC1:C:C:C(Cl):C:C:1
,,,,,,,0,,,,,ClC1:C:C:C2:C(:C:1)C(N1CCNCC1)=NC1:C:C:C:C:C:1O2
,,,,,,,,,0,,,CC1COC2(C3:C:C:C:C:C:3Cl)C3:C:C(Cl):C:C:C:3NC(=O)CN12
,,,,,,,,,0,,,CC(OC1:C(Cl):C:C:C:C:1Cl)C1=NCCN1
,,,,,,,,,1,,,ClC1:C:C:C(C(CN2:C:C:N:C:2)OCC2:C:C:C(SC3:C:C:C:C:C:3):C:C:2):C(Cl):C:1
,,,,,,,1,,,,,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1:C:C:C:O:1)C(=O)CCl
,,,,,,,,,0,,,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](C3:C:C:C(N(C)C):C:C:3)C[C@@]21C
,,,,,,,,,0,,,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC4:C:C:C:C:C:4)N3C2=O)C[C@@H]2C3:C:C:C:C4:[NH]:C:C(:C:3:4)C[C@H]21
,,,,,,,,,0,,,CN1CCC(=C2C3:C:C:C:C:C:3CCC3:S:C:C:C:32)CC1
,,,,,,,,,0,,,COC1:C:C:C(OC(=O)N(CC(=O)O)CC2:C:C:C(OCCC3:N:C(C4:C:C:C:C:C:4):O:C:3C):C:C:2):C:C:1
,,,,,,,,,0,,,CC1=C(CC(=O)O)C2:C:C(F):C:C:C:2/C1=C\C1:C:C:C(S(C)(=O)=O):C:C:1
,,,,,,,,,0,,,CS(=O)(=O)O.N=C(N)NC1:C:C:C(C(=O)OC2:C:C:C3:C:C(C(=N)N):C:C:C:3:C:2):C:C:1
,,,,,,,,,0,,,CSC1:C:C:C(/C=C2/C(C)=C(CC(=O)O)C3:C:C(F):C:C:C:32):C:C:1
,,,,,,,,,0,,,O=C(O)C1:C:C:C:C:C:1NC1:C:C:C:C(C(F)(F)F):C:1
,,,,,,,0,,,,,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O
,,,,,,,,,0,,,NC1:C:C:C:C:C:1C(=O)OCC(O)CO
,,,,,,,,,0,,,CC1:C:C:C(NC2:N:C:C:C(N(C)C3:C:C:C4:C(C):N(C):N:C:4:C:3):N:2):C:C:1S(N)(=O)=O
,,,,,,,,,0,,,O.O.O=C1:C(O):C(C2:C:C:C(O):C(O):C:2):O:C2:C:C(O):C:C(O):C:1:2
,,,,,,,,,0,,,CCO[C@@H]1O[C@H](C(COCC2:C:C:C:C:C:2)OCC2:C:C:C:C:C:2)[C@H](OCC2:C:C:C:C:C:2)[C@H]1O
,,,,,,,1,,,,,CC(=O)N/N=C/C1:C:C:C([N+](=O)[O-]):O:1
,,,,,,,,,0,,,CC1:C:C2:C(:C:C:1CC(=O)C1:S:C:C:C:1S(=O)(=O)NC1:O:N:C(C):C:1Cl)OCO2
,,,,,,,,,1,,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC
,,,,,,,1,,,,,CN1C(=O)[C@@H](NC(=O)C2:C:C3:C:C:C:C:C:3:[NH]:2)N=C(C2:C:C:C:C:C:2)C2:C:C:C:C:C:21
,,,,,,,1,,,,,CC=CC=NNC(=O)C1:C:C:N:C:C:1
,,,,,,,,,0,,,N[C@@H](CC1:C:C(I):C(OC2:C:C(I):C(O):C(I):C:2):C(I):C:1)C(=O)O
,,,,,,,,,0,,,CN(C)CCC[C@@]1(C2:C:C:C(F):C:C:2)OCC2:C:C(C#N):C:C:C:21.O=C(O)C(=O)O
,,,,,,,,,0,,,CC(C(=O)O)C1:C:C:C2:C(:C:1):[NH]:C1:C:C:C(Cl):C:C:1:2
,,,,,,,,,0,,,CCOC1:C:C(N):C(Cl):C:C:1C(=O)NCC1CN(CC2:C:C:C(F):C:C:2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O
,,,,,,,,,0,,,O=C(O)C1:C:C:C:C(C2:N:O:C(C3:C:C:C:C:C:3F):N:2):C:1
,,,,,,,,,0,,,CC1:C:C:C:C(NC2:C:C:C:C:C:2C(=O)O):C:1C
,,,,,,,,,0,,,O=C(O)CC1:C:C:C2:C(:C:1)C(=O)C1:C:C:C:C:C:1CO2
,,,,,,,,,0,,,CCOC(=O)C1:C(N):S:C2:C:1CCN(CC1:C:C:C:C:C:1)C2
,,,,,,,,,0,,,CC(C)=C[C@@H]1[C@@H](C(=O)OCC2:C:O:C(CC3:C:C:C:C:C:3):C:2)C1(C)C
,,,,,,,,,0,,,CN(C1:N:C:C:C(=O):[NH]:1)C1CCN(C2:N:C3:C:C:C:C:C:3:N:2CC2:C:C:C(F):C:C:2)CC1
,,,,,,,,,0,,,CCN1:C:C:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):N:C:1=O
,,,,,,,,,0,,,O=C1C2:C:C:C:C:C:2C(=O)C1C(=O)C(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
,,,,,,,,,0,,,O=C(C1CCCCC1)N1CC(=O)N2CCCC3:C:C:C:C:C:3C2C1
,,,,,,,,,0,,,O=C(C1CCCCC1)N1CC(=O)N2CCC3:C:C:C:C:C:3C2C1
,,,,,,,,,0,,,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
,,,,,,,,,0,,,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
,,,,,,,,,0,,,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
,,,,,,,,,0,,,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4
,,,,,,,,,0,,,CCO[C@H](CC1:C:C:C(OCCC2:C:C:C(OS(C)(=O)=O):C:C:2):C:C:1)C(=O)O
,,,,,,,,,0,,,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
,,,,,,,,,0,,,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
0,,,,,,,,,,,,CCOC(=O)C(O)(C1:C:C:C(Cl):C:C:1)C1:C:C:C(Cl):C:C:1
,,,,,,,1,,,,,O=C1:O:C2:C:C:C:C:C:2:C(O):C:1CC1:C(O):C2:C:C:C:C:C:2:O:C:1=O
,,,,,,,,,0,,,COC1:C:C:C(C(CN(C)C)C2(O)CCCCC2):C:C:1
,,,,,,,,,0,,,CC1:C:C(O):C:C(C):C:1Cl
,,,,,,,1,,,,,CC[C@H](C1:C:C:C(O):C:C:1)[C@@H](CC)C1:C:C:C(O):C:C:1
,,,,,,,,,0,,,O=C(OCC1:C:C:C:C:C:1)C1:C:C:C(O):C:C:1
,,,,,,,,,0,,,CC(C)NCC(O)C1:C:C:C(O):C(O):C:1
,,,,,,,,,0,,,O=C(C1:C:C(O):C(O):C(O):C:1)C1:C:C:C(O):C(O):C:1O
,,,,,,,0,,,,,C[C@]12CC[C@@H]3C4:C:C:C(O):C:C:4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
,,,,,,,,,0,,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
,,,,,,,,,0,,,O=C(OCC(O)CO)C1:C:C:C:C:C:1NC1:C:C:N:C2:C(C(F)(F)F):C:C:C:C:1:2
,,,,,,,,,0,,,CC(O)C(=O)O.CCCCCCCCCCCCCCNCCO
,,,,,,,,,0,,,CCCCCCCCCCCCSCCOCCO
,,,,,,,,,0,,,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
,,,,,,,,,0,,,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-]
,,,,,,,,,0,,,CC[N+]1(CCOC(=O)C(O)(C2:C:C:C:C:C:2)C2:C:C:C:C:C:2)CCCCC1.[Br-]
,,,,,,,,,0,,,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2]
,,,,,,,,,0,,,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC3:C:C:N:C:C:3)[C@H]2SC1.[Na+]
,,,,,,,,,0,,,O=C([O-])CC1:C:C:C:C:C:1NC1:C(Cl):C:C:C:C:1Cl.[Na+]
,,,,,,,,,0,,,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSC3:N:N:N:N:3C)CS[C@@H]21.[Na+]
,,,,,,,,,0,,,CC1:O:N:C(C2:C(Cl):C:C:C:C:2Cl):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+]
,,,,,,,,,0,,,C[C@]1(CN2:C:C:N:N:2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+]
,,,,,,,,,0,,,CN1:C:N:C2:C(F):C(NC3:C:C:C(Br):C:C:3Cl):C(C(=O)NOCCO):C:C:2:1
,,,,,,,,,0,,,C1:C:C:C(CCNC2:N:C(C3:C:C:C:C:C:3):C:S:2):C:C:1
,,,,,,,,,0,,,CC(C)=CCOC1:C2:O:C:C:C:2:C:C2:C:C:C(=O):O:C:1:2
,,,,,,,0,,,,,C[C@@H](N)C(=O)O
,,,,,,,,,0,,,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21
,,,,,,,,,0,,,CCC(C)(C)C1:C:C:C(CC(C)CN2C[C@H](C)O[C@H](C)C2):C:C:1
,,,,,,,,,1,,,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
,,,,,,,,,0,,,C1:C:C:C(C2:N:C:[NH]:C:2C2:C:C:C:C:C:2):C:C:1
,,,,,,,,,0,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
,,,,,,,,,0,,,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
,,,,,,,,,0,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
,,,,,,,,,0,,,COC1:C:C:C:C:C:1N1CCN(CCCCNC(=O)C2:C:C:C(C3:C:C:C(C(C)=O):C:C:3):C:C:2)CC1
,,,,,,,,,0,,,CCOC(=O)OC1:C:C:C(CCNC(=O)[C@H](CCSC)NC(C)=O):C:C:1OC(=O)OCC
,,,,,,,,,0,,,CC(=O)N[C@@H](CS)C(=O)O
,,,,,,,,,0,,,COC[C@@H](NC(C)=O)C(=O)NCC1:C:C:C:C:C:1
,,,,,,,,,0,,,CC1:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:1
,,,,,,,,,0,,,COC1:C:C:C:C:C:1OC1:C(NS(=O)(=O)C2:C:C:C(C(C)(C)C):C:C:2):N:C(C2:N:C:C:C:N:2):N:C:1OCCO
,,,,,,,,,0,,,CC(C)(C)OC(=O)C1:N:C:N2:C:1[C@@H]1CCCN1C(=O)C1:C(Br):C:C:C:C:12
,,,,,,,,,0,,,CC1:C2:O:C3:C(C):C:C:C(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C):C:3:N:C2:C(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C):C(N):C:1=O
,,,,,,,,,0,,,CC1:C:C:C(C(C)C):C:C2:C(C):C:C:C:12
,,,,,,,,,0,,,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
,,,,,,,,,0,,,CC(C)CN1:C:N:C2:C(N):N:C3:C:C:C:C:C:3:C:2:1
,,,,,,,0,,,,,CC(=O)NC1:C:C:C(OCC(O)CNC(C)C):C:C:1
,,,,,,,,,0,,,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1
,,,,,,,,,0,,,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
,,,,,,,,,0,,,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)[C@H]2SC1
,,,,,,,,,0,,,CC1:N:C2:N(:C(=O):C:1CCN1CCC(C3:N:O:C4:C:C(F):C:C:C:3:4)CC1)CCCC2
,,,,,,,,,0,,,CC1(COC2:C:C:C(CC3SC(=O)NC3=O):C:C:2)CCCCC1
,,,,,,,,,0,,,CC1:C:C:C(O):C(N2:N:C3:C:C:C:C:C:3:N:2):C:1
,,,,,,,,,0,,,CC1:C:C:C:C(N(C)C(=S)OC2:C:C:C3:C(:C:2)C2CCC3C2):C:1
,,,,,,,,,0,,,CC1:C:C:C(N(CC2=NCCN2)C2:C:C:C:C(O):C:2):C:C:1
,,,,,,,,,0,,,CC1:C:C:C(S(=O)(=O)[O-]):C:C:1.CCOCC(O)COC1:C:C:C(NC(=O)CC[S+](C)C):C:C:1
,,,,,,,,,0,,,CC1:C:C:C:C(NC2:C:C(Cl):N:C(SCC(=O)O):N:2):C:1C
,,,,,,,,,0,,,CC1:O:N:C:C:1C(=O)NC1:C:C:C(C(F)(F)F):C:C:1
,,,,,,,,,0,,,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
,,,,,,,0,,,,,CCC1(C2:C:N:C:[NH]:2)CC2:C:C:C:C:C:2C1
,,,,,,,,,0,,,CCC1:N:C(N):N:C(N):C:1C1:C:C:C(Cl):C:C:1
,,,,,,,,,0,,,CCN(CC)CCOC1:C:C:C(CC2:C:C:C:C:C:2):C:C:1
,,,,,,,,,0,,,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
,,,,,,,,,0,,,CCOP(=S)(OCC)OC1:C:C:C2:C(C):C(Cl):C(=O):O:C:2:C:1
,,,,,,,,,0,,,Cl.O=C1OC(CN2CCOCC2)CN1N=CC1:C:C:C([N+](=O)[O-]):O:1
,,,,,,,,,0,,,CNNCC1:C:C:C(C(=O)NC(C)C):C:C:1.Cl
,,,,,,,,,0,,,CC1:C(F):C(N2CCNC(C)C2):C:C2:C:1:C(=O):C(C(=O)O):C:N:2C1CC1.Cl
,,,,,,,0,,,,,CC1:C:C:C:C(CC2:C:[NH]:C:N:2):C:1C.Cl
,,,,,,,,,0,,,CNCC[C@@H](OC1:C:C:C:C:C:1C)C1:C:C:C:C:C:1.Cl
,,,,,,,,,0,,,CC1(C)OC[C@@H](COC(=O)CCC2:C:C:C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3):C:C:2)O1.Cl
,,,,,,,,,0,,,CCCCOC1:C:C(C(=O)OCCN(CC)CC):C:C:C:1N.Cl
,,,,,,,,,0,,,CCOC1:C:C:C(CC2:N:C:C:C3:C:C(OCC):C(OCC):C:C:2:3):C:C:1OCC.Cl
,,,,,,,,,0,,,Cl.O=C(COC1:C:C:C(Cl):C:C:1)N1CCN(CC2:C:C:C3:C(:C:2)OCO3)CC1
,,,,,,,,,0,,,CN(C)CCOC(=O)COC1:C:C:C(Cl):C:C:1.Cl
,,,,,,,,,0,,,Cl.O=C1:N(CCCN2CCN(C3:C:C:C:C(Cl):C:3)CC2):N:C2:C:C:C:C:N:1:2
,,,,,,,,,0,,,CCC1:C:C:C:C(N(C)C(=N)NC2:C:C:C:C3:C:C:C:C:C:2:3):C:1.Cl
,,,,,,,,,0,,,CN(C)CCCOC1:N:N(CC2:C:C:C:C:C:2):C2:C:C:C:C:C:1:2.Cl
,,,,,,,,,0,,,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)C3:C:C:C:C:C:3)[C@H]2SC1(C)C.Cl
,,,,,,,,,0,,,CN(C)CCN1:N:N:N:C:1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC3:C:S:C(N):N:3)[C@H]2SC1.Cl
,,,,,,,,,0,,,Cl.NCC(=O)CCC(=O)O
,,,,,,,,,0,,,Cl.NNC1:N:N:C:C2:C:C:C:C:C:1:2
,,,,,,,0,,,,,CN1:C:C(C(=O)[C@@H]2CCC3:[NH]:C:N:C:3C2):C2:C:C:C:C:C:2:1.Cl
,,,,,,,,,0,,,CC(C)(C(=O)O)C1:C:C:C(C(O)CCCN2CCC(C(O)(C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)CC2):C:C:1.Cl
,,,,,,,,,0,,,Cl.O=C(O)C1:C:N(C2CC2):C2:C:C(N3CCNCC3):C(F):C:C:2:C:1=O
,,,,,,,0,,,,,CCOC(=O)[C@H](CCC1:C:C:C:C:C:1)N[C@@H](C)C(=O)N1CC2:C:C:C:C:C:2C[C@H]1C(=O)O.Cl
,,,,,,,,,0,,,CCN1CC(CCN2CCOCC2)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)C1=O.Cl
,,,,,,,,,0,,,CCOC1:C:C:C:C:C:1OCCN[C@H](C)CC1:C:C:C(OC):C(S(N)(=O)=O):C:1.Cl
,,,,,,,,,0,,,Cl.NCCC1:C:C(O):C(O):C:C:1O
,,,,,,,,,0,,,CCOC(=O)[C@@](C)(N)CC1:C:C:C(O):C(O):C:1.Cl
,,,,,,,,,0,,,CNC[C@H](O)C1:C:C:C(O):C(O):C:1.Cl
,,,,,,,,,0,,,Cl.OC1:C:N2:C(:N:1)NC1:C:C:C(Cl):C(Cl):C:1C2
,,,,,,,,,0,,,N[Pt](N)(Cl)Cl
,,,,,,,,,0,,,CN(C(=O)C(Cl)Cl)C1:C:C:C(OC(=O)C2:C:C:C:O:2):C:C:1
,,,,,,,,,0,,,O=C(CBr)NC1:C:C:C(Cl):C:C:1C(=O)C1:C:C:C:C:C:1F
,,,,,,,,,0,,,COP(=S)(OC)OC1:C:C(Cl):C(Cl):C:C:1Cl
,,,,,,,,,0,,,O=C(CCN1CCN2CCCC2C1)N1C2:C:C:C:C:C:2SC2:C:C:C(Cl):C:C:21
,,,,,,,,,0,,,O=C1:[NH]:C2:C:C(Cl):C:C:C:2:N:1C1CCNCC1
,,,,,,,,,0,,,COC1:C:C:C2:C(:C:1):C(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C):C(C):N:2C(=O)C1:C:C:C(Cl):C:C:1
,,,,,,,,,0,,,O=C(NC(CC1:C:C(=O):[NH]:C2:C:C:C:C:C:1:2)C(=O)O)C1:C:C:C(Cl):C:C:1
,,,,,,,,,0,,,N=C(N)NC(=O)C1:N:C(Cl):C(N):N:C:1N
,,,,,,,,,0,,,O=C(NC(=O)C1:C(F):C:C:C:C:1F)NC1:C:C(Cl):C(OC(F)(F)C(F)C(F)(F)F):C:C:1Cl
,,,,,,,1,,,,,CCOC(=O)N1CCC(NC2:C:C:C(Cl):C:C:2N)CC1
,,,,,,,,,0,,,CC1:C:C:C(NC2:C(F):C:C:C:C:2Cl):C(CC(=O)O):C:1
